product,total_quantity_sold,total_revenue,average_quantity_sold,predicted_60_day_quantity,reason
Tiger Kreemz Choco,24.0,23.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Tiger Kreemz Strawberry,19.0,18.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Tiger Vanilla 75G,18.0,17.82,18.0,1080.0,Prediction is based on average quantity sold during the given timeframe.
Tilak,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Till Laddu,57.0,141.43,57.0,3420.0,Prediction is based on average quantity sold during the given timeframe.
Tindora / Lb,1419.01,3315.78,1419.01,85140.6,Prediction is based on average quantity sold during the given timeframe.
Tirumala W Milk Yogurt,55.0,494.45,55.0,3300.0,Prediction is based on average quantity sold during the given timeframe.
Tomalu 18 Inch,1.0,25.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Tomato Reg /Lb,4699.74,5647.24,4699.74,281984.39999999997,Prediction is based on average quantity sold during the given timeframe.
Tomatosauce(8 Oz),11.0,10.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Top Ramen Atta Noodles,19.0,56.41,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Top Ramen Curry280G,35.0,104.65,35.0,2100.0,Prediction is based on average quantity sold during the given timeframe.
Top Ramen Fiery Chilli 280Gm,16.0,41.44,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Top Ramen Masala 240G,13.0,38.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Top Ramen Masala 480 Gms,15.0,74.85,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Top Ramen Masala Noodles,15.0,59.85,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Bombay Mixture340g,41.0,202.59,41.0,2460.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Butter Muruku 340gm,74.0,355.28,74.0,4440.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Chakli 340gm,90.0,449.57,90.0,5400.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Garlic Mixture 340g,31.0,152.19,31.0,1860.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Kai Murukku 340G,74.0,371.26,74.0,4440.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Kerala Mixture 340g,26.0,125.74,26.0,1560.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Khara Boondi 340g,40.0,201.6,40.0,2400.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Madras Mixture,7.0,41.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Masala Peanuts 340g,109.0,540.38,109.0,6540.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Rice Kodubale 340g,104.0,519.94,104.0,6240.0,Prediction is based on average quantity sold during the given timeframe.
Town Bus Thattai 340g,47.0,240.03,47.0,2820.0,Prediction is based on average quantity sold during the given timeframe.
Town bus RibbonMurukku 340g,70.0,341.31,70.0,4200.0,Prediction is based on average quantity sold during the given timeframe.
Town bus Thenkulal Muruku 340g,102.0,519.48,102.0,6120.0,Prediction is based on average quantity sold during the given timeframe.
Townbus Banana Chips 340g,81.0,401.19,81.0,4860.0,Prediction is based on average quantity sold during the given timeframe.
Treat C Choco Wafers,25.0,49.75,25.0,1500.0,Prediction is based on average quantity sold during the given timeframe.
Treat Cozy Cardamom100g,29.0,28.71,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Tulsi Kyara - Xb,3.0,107.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Tumbler Plastic,8.0,15.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Tuong Chili Garlic Sauce 8Oz,2.0,6.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Turm Ginger Coffee,1.0,4.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Turmeric Pouch,9.0,8.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Twi Tea Rusk Chai Time(200G),41.0,102.09,41.0,2460.0,Prediction is based on average quantity sold during the given timeframe.
Twi Tea Rusk Round (200G),1.0,2.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
UDHAIYAM GRAM DAL 2LB,2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
UDHAYAM MOONG DAL 2LB,1.0,3.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
UDHAYAM TOOR DAL 1 KG,1.0,3.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
UDHAYAM URAD DAL 1KG,8.0,31.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
ULAVACHARU,28.0,167.72,28.0,1680.0,Prediction is based on average quantity sold during the given timeframe.
ULVACHARU,14.0,83.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Idli Rava 2Lb,34.0,101.66,34.0,2040.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Idli Rava 4Lb,10.0,59.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Jaggery Powder 1Lb,39.0,116.61,39.0,2340.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Kara Boondi 340 Gm,10.0,34.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Mini Murukku 200Gm,6.0,14.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Mysore Murmura 300Gm,44.0,153.06,44.0,2640.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Red Poha 400 Gm,18.0,35.82,18.0,1080.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Rice Flour 4Lb,10.0,49.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Udupi Roasted Upma Rava 4Lb,8.0,47.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Umberlla Big,17.0,84.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Uncooked Chapati,81.0,647.19,81.0,4860.0,Prediction is based on average quantity sold during the given timeframe.
Uncooked Phulka Roti,404.0,2823.96,404.0,24240.0,Prediction is based on average quantity sold during the given timeframe.
Urad Dal Split 4Lb,9.0,62.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Urad Split White 2Lb 24M,3.0,26.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Uttapam 30 Oz,3.0,16.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
V Bhindi Whole Baby Okra 908G,2.0,9.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
V Mango Cut,16.0,55.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
V TUTI FRUTI BURFEE,6.0,53.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
VADILAL MIX VEG KULCHA 100GM,2.0,6.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
VEDIKA RICE,1.0,22.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA CHEESY PASTA SAUCE,2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA GARLIC CHILLI CHATUNEY,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA GREEN CHILLI SAUCE 200g,8.0,23.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA MASALA TOMATO SAUCE 475g,8.0,31.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA P &P SAUCE NONG,4.0,15.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA P&P SAUCE TANDOORI,1.0,3.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA RED CHILLI SAUCE 200g,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA SS CHIPOTLE SOUTHWEST,1.0,4.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA SS SPICY THOUSAND ISLAND,1.0,4.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
VEEBA TAMARIND CHUTNEY,5.0,24.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
VICCO TURMERIC FACE WASH 150G,8.0,38.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
VICCO TURMERIC LOTION 200ML,5.0,19.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
VISWAS CUT MANGO 400G,21.0,83.79,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
VISWAS DRUMSTICK 400G,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
VITAL JASMINE,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
VITAL LEMON GRASS TEA,5.0,14.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
VL CLASSIC MASKA BUN 100G,7.0,12.53,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
VL SABUDANA KHICHIDI 284G,3.0,11.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Aloo Paratha (4pcs),5.0,14.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Aloo tikki kathi roll 200g,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Alphonsa Mango,2.0,15.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Alphonso Mango 1 lit,5.0,54.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Alphonso Mango 100ml,4.0,7.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Alphonso Mango Ras 1 Kg,4.0,51.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Alphonso No Sugar 1 lit,2.0,27.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Amla 312g,22.0,65.78,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Amla Slices 312g,23.0,68.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Anjeer Sugar Free Ice 1 lit,2.0,28.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Arwi 312 Gm,6.0,14.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Badam Kulfi 80ml,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Bajri Rotla 325g,5.0,14.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Beer Fruit 312G,6.0,35.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Bhindi Cut,3.0,17.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Bullet Naan 320g,2.0,7.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal But.Sco Icecream 1L,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Butter Scotch Burfee 340g,3.0,26.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Butterscotch 100ml,12.0,35.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Butterscotch 1lit,7.0,76.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Butterscotch No Addsugar 1 lit,1.0,13.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Butterscotch Sanbwich 300ml,5.0,17.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Butterstoch Srikhand 454g,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Cassatta Chocolate 150,3.0,11.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Cassatta Ice Cream 150 ml,3.0,11.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Chauli 11Oz,5.0,12.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Chikoo Badam 500ml,2.0,15.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Chikoo Slices 11Oz/312g,10.0,39.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Chilli Garlic Naan 320g,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Choco Bar 60ml,10.0,24.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Chocolate Cone,13.0,45.37,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Chocolate Ice Cream 100ml,3.0,5.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Chocolate Sandwich 300ml,2.0,6.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Classic Cassatta 150Ml,7.0,27.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Classic Rasmalai 1Kg,1.0,13.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Coconut Burfee,4.0,33.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Coconut Slices- 11Oz,23.0,79.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Curry Leaves 100g,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Custard Apple 1 Litre,2.0,25.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Vadilal Custard Apple 800G,9.0,125.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
