product,total_quantity_sold,total_revenue,average_quantity_sold,average_revenue,number_of_records
Deep Moong Whole 4Lb,1.0,5.99,1.0,5.99,1
Swagat Dadar Goti Jowar Flour,1.0,5.99,1.0,5.99,1
Gazab Cumin Powder 400G,1.0,5.99,1.0,5.99,1
Organic Tattva Wheat Daila 4lb,1.0,5.99,1.0,5.99,1
Ayur shampoo amla(500ml),1.0,5.99,1.0,5.99,1
Narasus Dhivyam 500Gm,1.0,5.99,1.0,5.99,1
Ramdev Chilli Powder Kashmiri 400g,1.0,5.99,1.0,5.99,1
Atta Chalni #7,1.0,5.99,1.0,5.99,1
Laxmi Tamarind 1Kg,1.0,5.99,1.0,5.99,1
          feather,1.0,5.99,1.0,5.99,1
Vatika Shea Buttershampoo425Ml,1.0,5.99,1.0,5.99,1
Gazab Fasting Flour 800G,1.0,5.99,1.0,5.99,1
Idly batter,1.0,5.99,1.0,5.99,1
Cothas Filter Coffee Decoction,1.0,5.99,1.0,5.99,1
Vadilal But.Sco Icecream 1L,1.0,5.99,1.0,5.99,1
Reshma Face Wash(150Ml),1.0,5.99,1.0,5.99,1
HERITAGE ROASTED DALIA 800G,1.0,5.99,1.0,5.99,1
Deep Maida 4 Lb,1.0,5.99,1.0,5.99,1
Royal Jasmine Rice 2Lb,1.0,5.99,1.0,5.99,1
YOUNG COCONUT WATER,1.0,5.99,1.0,5.99,1
Aara Sooji Fine 4Lb,1.0,5.99,1.0,5.99,1
Himalaya ashvagandha capsules,1.0,5.99,1.0,5.99,1
Noodle Somosa,1.0,5.99,1.0,5.99,1
Copper Havan Kund Mini,1.0,5.99,1.0,5.99,1
Deep Cumin Powder 400gm,1.0,5.99,1.0,5.99,1
Ss Serving Spoon #5,1.0,5.99,1.0,5.99,1
Sprite drink Mexico 500ml,1.0,5.99,1.0,5.99,1
Neemwood Comd,1.0,5.99,1.0,5.99,1
Chaokoh Coconut Milk,2.0,5.98,2.0,5.98,1
GAZAB MUGGA(PIPLI) 50G,2.0,5.98,2.0,5.98,1
Actionware Movable Peeler,2.0,5.98,2.0,5.98,1
Gazab Garam Masala Powder 200G,2.0,5.98,2.0,5.98,1
Laxmi Paprika (200G),2.0,5.98,2.0,5.98,1
Gazab Ginger Pwd 200G,2.0,5.98,2.0,5.98,1
SMALL STEEL BOWL,2.0,5.98,2.0,5.98,1
Ramdev Coriander Powder 200g,2.0,5.98,2.0,5.98,1
Aachi fried chicken mix 100g,2.0,5.98,2.0,5.98,1
cloth clips,2.0,5.98,2.0,5.98,1
laxmi narayan nylon shev 200g,2.0,5.98,2.0,5.98,1
Haldiram Tandoori Garlic Naan 400gm,2.0,5.98,2.0,5.98,1
108 Rudraksha Wicks,2.0,5.98,2.0,5.98,1
Mtr Sambar Paste (200G),2.0,5.98,2.0,5.98,1
Maggie Veg Atta 72.5G,2.0,5.98,2.0,5.98,1
Itch Guard cream 25gm,2.0,5.98,2.0,5.98,1
Organic Tattva Turmeric Powder 200g,2.0,5.98,2.0,5.98,1
Deccan Upma rava 2.2LB,2.0,5.98,2.0,5.98,1
Ramdev Cumin Powder 200g,2.0,5.98,2.0,5.98,1
DRY COCONUT,2.0,5.98,2.0,5.98,1
MOTHERS RECIPE GINGER PICKLE 300g,2.0,5.98,2.0,5.98,1
Adani Kali Jeera 100G,2.0,5.98,2.0,5.98,1
Aachi meat masala 100gm,2.0,5.98,2.0,5.98,1
Ayur Cold Wax,2.0,5.98,2.0,5.98,1
Mother's Surti Kurmura 400Gm,2.0,5.98,2.0,5.98,1
Mother's Rose Syrup 715ml,2.0,5.98,2.0,5.98,1
Aachi paneer tikka masala 100gm,2.0,5.98,2.0,5.98,1
Mother's Kolhapu Kurmura 400Gm,2.0,5.98,2.0,5.98,1
GAZAB ALPHABET FRYUMS 400G,2.0,5.98,2.0,5.98,1
National Mango Chilli Sauce 300g,2.0,5.98,2.0,5.98,1
Vadilal Tamdoori Kathi roll 200g,2.0,5.98,2.0,5.98,1
Vadilal Tender Jackfruit Cut 312g,2.0,5.98,2.0,5.98,1
Thandai Kulfi 80Ml,2.0,5.98,2.0,5.98,1
Aluminium Tray (Large),2.0,5.98,2.0,5.98,1
Bansi Roasted Dalia Whole-400G,2.0,5.98,2.0,5.98,1
GAZAB KACCHA MANGO,2.0,5.98,2.0,5.98,1
Vadilal Fruits & Nuts 100ml,2.0,5.98,2.0,5.98,1
Gazab Basmati Mamra 400G,2.0,5.98,2.0,5.98,1
Amma's Medu Vada 360G,2.0,5.98,2.0,5.98,1
Gazab Red Chilli Powder,2.0,5.98,2.0,5.98,1
Gv Plain Bread Crumbs 15Oz,2.0,5.98,2.0,5.98,1
National New Crushed Pickle 390g,2.0,5.98,2.0,5.98,1
National Tangy Tamarind Sauce 300g,2.0,5.98,2.0,5.98,1
TELUGUGREENTAMARINDPICKLE300G,2.0,5.98,2.0,5.98,1
Vadilal Aloo tikki kathi roll 200g,2.0,5.98,2.0,5.98,1
VISWAS DRUMSTICK 400G,2.0,5.98,2.0,5.98,1
VEEBA RED CHILLI SAUCE 200g,2.0,5.98,2.0,5.98,1
MARIO TEZ TADKA 500G,2.0,5.98,2.0,5.98,1
Ramdev Panipuri Masala 100g,3.0,5.97,3.0,5.97,1
Adani Chhas Masala 100g,3.0,5.97,3.0,5.97,1
Famous Basil Seed 290 Ml,3.0,5.97,3.0,5.97,1
Eastern- Mutton Masala,3.0,5.97,3.0,5.97,1
adani dhanadal roasted 200gm,3.0,5.97,3.0,5.97,1
adani kabuli hing 100g,3.0,5.97,3.0,5.97,1
Gazab Tukmaria 100G,3.0,5.97,3.0,5.97,1
Jai Santoshi Maa Camphor Sm Pc,3.0,5.97,3.0,5.97,1
Mothers Chilli Vinegar 170gm,3.0,5.97,3.0,5.97,1
Krikland Evaporated Milk,3.0,5.97,3.0,5.97,1
Telugu Kura Karam Podi 100g,3.0,5.97,3.0,5.97,1
Badshah Chicken Bir Mas-100Gm,3.0,5.97,3.0,5.97,1
Vadilal Chocolate Ice Cream 100ml,3.0,5.97,3.0,5.97,1
Himalaya Almond Soap 125G,3.0,5.97,3.0,5.97,1
Everest Dry Ginger-100Gm,3.0,5.97,3.0,5.97,1
Everest Momo Masala 100G,3.0,5.97,3.0,5.97,1
Gazab Soya Chunks,3.0,5.97,3.0,5.97,1
Dewan unfried panipuri 75g,3.0,5.97,3.0,5.97,1
Ramdev Chhole masala 100g,3.0,5.97,3.0,5.97,1
Candy Packet,3.0,5.97,3.0,5.97,1
Shan Curry Powder Mix(100G),3.0,5.97,3.0,5.97,1
Priya Paya Masala,3.0,5.97,3.0,5.97,1
Sdp Samba Pasta,3.0,5.97,3.0,5.97,1
Vanilla Essance,3.0,5.97,3.0,5.97,1
Preema Green Food Colour,3.0,5.97,3.0,5.97,1
Priya Butter Chicken Masala 50g,3.0,5.97,3.0,5.97,1
Gazab Mustard Seeds 200G,3.0,5.97,3.0,5.97,1
Mdh Sindhi Biriyani Masala100G,3.0,5.97,3.0,5.97,1
Shan Strawberry Jelly 80G,3.0,5.97,3.0,5.97,1
GZ BOBBA TEA 290ML,3.0,5.97,3.0,5.97,1
Vadilal Tuti Frooti 100Ml,3.0,5.97,3.0,5.97,1
Priya Egg Masala 50G,3.0,5.97,3.0,5.97,1
Goya Black Beans 15Oz,3.0,5.97,3.0,5.97,1
Food Fl Kewra,3.0,5.97,3.0,5.97,1
Yagna Natural incense,3.0,5.97,3.0,5.97,1
KHUSHBOO KUMKUM,3.0,5.97,3.0,5.97,1
Viola Butter Scotch,3.0,5.97,3.0,5.97,1
Viola Biryani Essence 20Ml,3.0,5.97,3.0,5.97,1
Bush Garbanzo Chick peas,3.0,5.97,3.0,5.97,1
Aachi Nawabi Chicken Biryani 45g,3.0,5.97,3.0,5.97,1
Mothers Egg Curry 80G,4.0,5.96,4.0,5.96,1
Everest Sabji Masala-100Gm,4.0,5.96,4.0,5.96,1
corn,4.0,5.96,4.0,5.96,1
Lays Chips Chile Limon,4.0,5.96,4.0,5.96,1
Best Sweet Tamarind /Lb,1.0,5.79,1.0,5.79,1
Everest Tikhalal 50G,3.0,5.67,3.0,5.67,1
Priyems Sambar 800gm,1.0,5.49,1.0,5.49,1
Aachi Rava Upma Mix 1 kg,1.0,5.49,1.0,5.49,1
Ramdev Bajri Flour 2lb,2.0,5.48,2.0,5.48,1
Ss Erving Spoon 5,1.0,5.29,1.0,5.29,1
INDIAN LONG SQUASH,3.54,5.28,3.54,5.28,1
Adani Kokum Black,2.0,5.18,2.0,5.18,1
BB GULAB JAMUN 200G,4.0,5.16,4.0,5.16,1
Bambino Upma 200G,4.0,5.16,4.0,5.16,1
Mugga 100G,1.0,4.99,1.0,4.99,1
Desai Amar Amrut Payri 850G,1.0,4.99,1.0,4.99,1
Ss Bell,1.0,4.99,1.0,4.99,1
Birds Custerd Powder 250G,1.0,4.99,1.0,4.99,1
Haldiram's Rasgulla Can (1Kg),1.0,4.99,1.0,4.99,1
Gg Savory 737G,1.0,4.99,1.0,4.99,1
TEA CUPS,1.0,4.99,1.0,4.99,1
balck raisins(200gms),1.0,4.99,1.0,4.99,1
CH DIVYA,1.0,4.99,1.0,4.99,1
Ramdev Turmeric powder 400g,1.0,4.99,1.0,4.99,1
Ramdev Coriander-Cumin Powder 400g,1.0,4.99,1.0,4.99,1
Bigen 57 Dark Brown Hair Color,1.0,4.99,1.0,4.99,1
PUNYAS DEEPAM OIL/500ML,1.0,4.99,1.0,4.99,1
Amul Milk Chocolates 150G,1.0,4.99,1.0,4.99,1
Haldiram Mix Veg paratha 400g,1.0,4.99,1.0,4.99,1
jackfruit,1.0,4.99,1.0,4.99,1
Crunchy Delight chia seed Peanut chikki 275g,1.0,4.99,1.0,4.99,1
Himalaya Foot Care Cream,1.0,4.99,1.0,4.99,1
Ramdev Bajri flour 4lbs,1.0,4.99,1.0,4.99,1
Quik Tea Lemongrass Ginger 10ct,1.0,4.99,1.0,4.99,1
Manna Barnyard 1 Lb,1.0,4.99,1.0,4.99,1
Turm Ginger Coffee,1.0,4.99,1.0,4.99,1
Ramdev Cinnamon Sticks Round 200g,1.0,4.99,1.0,4.99,1
Reddy's toor dal 2LB,1.0,4.99,1.0,4.99,1
Ramdev Chilli Powder 400g,1.0,4.99,1.0,4.99,1
Crunchy Delight Ramdana ball 200g,1.0,4.99,1.0,4.99,1
Mala Moti -B,1.0,4.99,1.0,4.99,1
Vedic Jamun Powder 100g,1.0,4.99,1.0,4.99,1
Vedic Moringa Powder,1.0,4.99,1.0,4.99,1
Vedic Tulsi Powder 100g,1.0,4.99,1.0,4.99,1
SWETHA SEERGA RICE 2LB,1.0,4.99,1.0,4.99,1
Kb Livon Hair Oil,1.0,4.99,1.0,4.99,1
Deep Whole Chilli-400G,1.0,4.99,1.0,4.99,1
Copper Glass 1 pcs,1.0,4.99,1.0,4.99,1
Deep Black Raisin 14oz,1.0,4.99,1.0,4.99,1
VEEBA SS CHIPOTLE SOUTHWEST,1.0,4.99,1.0,4.99,1
Pomegranate /Ea,1.0,4.99,1.0,4.99,1
Black Raisen 400G,1.0,4.99,1.0,4.99,1
Society Masala Tea 250G,1.0,4.99,1.0,4.99,1
Vadilal Sugarcane Pieces 312g,1.0,4.99,1.0,4.99,1
Gazab Kolhapuri Jaggery 2Lb,1.0,4.99,1.0,4.99,1
Pooja Deepam,1.0,4.99,1.0,4.99,1
VEEBA SS SPICY THOUSAND ISLAND,1.0,4.99,1.0,4.99,1
pia beauty squad 100g,1.0,4.99,1.0,4.99,1
Balaji Panchratna Dhoop,2.0,4.98,2.0,4.98,1
Parachute Aloe veera Oil 150ml,2.0,4.98,2.0,4.98,1
Periyar Masala for Biryani 200gm,2.0,4.98,2.0,4.98,1
Periyar Sambar powder 200gm,2.0,4.98,2.0,4.98,1
SS RICE SERVER # 1,2.0,4.98,2.0,4.98,1
REFRESH PUNCH 1LIT,2.0,4.98,2.0,4.98,1
Bajara Fryums 200,2.0,4.98,2.0,4.98,1
Reddy's Coriander powder 200gm,2.0,4.98,2.0,4.98,1
Periyar Garam masala 200g,2.0,4.98,2.0,4.98,1
Everest Kanda Lasun Masala,2.0,4.98,2.0,4.98,1
Reddy's cumin powder 200gm,2.0,4.98,2.0,4.98,1
Aara Star Color Fryums 400g,2.0,4.98,2.0,4.98,1
Premier kumkum 50g,2.0,4.98,2.0,4.98,1
Mdh Hyderabadi Biryani 50Gm,2.0,4.98,2.0,4.98,1
SS RICE PANJA # 0,2.0,4.98,2.0,4.98,1
Vadilal French Beans Fansi312G,2.0,4.98,2.0,4.98,1
Ramdev Black salt powder 100g,5.0,4.95,5.0,4.95,1
THUMS UP ORANGE,5.0,4.95,5.0,4.95,1
Divet Rudrax,5.0,4.95,5.0,4.95,1
Gopuram Kum Kum,10.0,4.9,10.0,4.9,1
Adani Crushed Chilli,3.0,4.77,3.0,4.77,1
Mtr Rte Alu Methi - 300Gm,2.0,4.58,2.0,4.58,1
Haldiram's Masalakhari 200 Gms,2.0,4.58,2.0,4.58,1
Mtr Chana Masala - 100Gm,2.0,4.58,2.0,4.58,1
Mdh Tea Plus Masala 35G,2.0,4.58,2.0,4.58,1
Quick Methi Leaves,2.0,4.58,2.0,4.58,1
Deep Round Chilli 100G,2.0,4.58,2.0,4.58,1
HORLICKS ORIGNAL 500GM,1.0,4.49,1.0,4.49,1
Garvi Gujarat Khakra 3in 1 combo,1.0,4.49,1.0,4.49,1
Adani Jethimadh Sticks 50G,1.0,4.49,1.0,4.49,1
Foco Lychee Nectar,3.0,4.47,3.0,4.47,1
Balaji Vibhuti jar 25G,3.0,4.47,3.0,4.47,1
Dustpan S,3.0,4.47,3.0,4.47,1
Hair Dye Brush,3.0,4.47,3.0,4.47,1
Darkfantasy Coffee Fills 75g,3.0,4.47,3.0,4.47,1
Laxmi Better Gourd 300G,5.0,4.47,5.0,4.47,1
ice cream,3.0,4.47,3.0,4.47,1
Bansi Bajara Murmura 340G,1.0,3.99,1.0,3.99,1
Gazab Sweet Fennel,1.0,3.99,1.0,3.99,1
Bhakti Jap Mala Tulsi,1.0,3.99,1.0,3.99,1
Gazab Cumin Seeds 200G,1.0,3.99,1.0,3.99,1
cocktail samosa 50 pieces,1.0,3.99,1.0,3.99,1
HEM Maa Kali,1.0,3.99,1.0,3.99,1
ZEERA/CUMIN COOKIES,1.0,3.99,1.0,3.99,1
B&P Custard Powder 500G,1.0,3.99,1.0,3.99,1
National Green Chilli Sauce,1.0,3.99,1.0,3.99,1
BALAJI VAAL PAPDI BIG 2LB,1.0,3.99,1.0,3.99,1
Gazab Urad Whole 2Lb,1.0,3.99,1.0,3.99,1
adani mukhwas 250g,1.0,3.99,1.0,3.99,1
Amul Lassi,1.0,3.99,1.0,3.99,1
Deep Puran Poli 4pcs,1.0,3.99,1.0,3.99,1
JCM PAN CHUTNEY 200G,1.0,3.99,1.0,3.99,1
ranch,1.0,3.99,1.0,3.99,1
Hem Shree Ram Incense,1.0,3.99,1.0,3.99,1
switz 500g,1.0,3.99,1.0,3.99,1
Dosakaya Pachadi 75G,1.0,3.99,1.0,3.99,1
Fm Red Foot Ball 4lb,1.0,3.99,1.0,3.99,1
Hem Kewda,1.0,3.99,1.0,3.99,1
BB ANJEER DRINK 200G,1.0,3.99,1.0,3.99,1
TAMICON SWEET DIP 270G,1.0,3.99,1.0,3.99,1
Deep Spicy Paneer 360g,1.0,3.99,1.0,3.99,1
HERITAGE IDLI RAVA 4LB,1.0,3.99,1.0,3.99,1
Chettinad Foxtail Millet 2LB,1.0,3.99,1.0,3.99,1
Deep Garlic Powder 400Gm,1.0,3.99,1.0,3.99,1
Mothers recipe red chilli garlic 250g,1.0,3.99,1.0,3.99,1
HEM Garden of FLOWERS,1.0,3.99,1.0,3.99,1
Cut Coconut,1.0,3.99,1.0,3.99,1
Deep Urad Whole Gota 2Lb,1.0,3.99,1.0,3.99,1
Deep Veg Jamun 340G,1.0,3.99,1.0,3.99,1
GZ PUNJABI MIX 200G,1.0,3.99,1.0,3.99,1
Shills korean glass mask 25g,1.0,3.99,1.0,3.99,1
Dabur Blackseed T.Paste 100Ml,1.0,3.99,1.0,3.99,1
Shan Nihari 350G,1.0,3.99,1.0,3.99,1
Gazab Rim Jhim Mukhwas,1.0,3.99,1.0,3.99,1
Bombay Biryani 350g,1.0,3.99,1.0,3.99,1
Gits Uttappam 500G,1.0,3.99,1.0,3.99,1
KB MILK BADAM BISCUIT,1.0,3.99,1.0,3.99,1
Shuddh Pani Puri - 400G (14Oz),1.0,3.99,1.0,3.99,1
Parachute Hot Oil 190Ml,1.0,3.99,1.0,3.99,1
Aara Cumin Powder 400,1.0,3.99,1.0,3.99,1
Periyar Ragi Idiappam podi 1kg,1.0,3.99,1.0,3.99,1
Aara Chilli Kashmiri 200G,1.0,3.99,1.0,3.99,1
OLDSPICE SHAVING CREAM,1.0,3.99,1.0,3.99,1
Daily Delight Avalosunda 400g,1.0,3.99,1.0,3.99,1
PARACHUTE ARGAN 300ML,1.0,3.99,1.0,3.99,1
Jasmine Coconut Oil 300Ml,1.0,3.99,1.0,3.99,1
Dabur Aloevera T.Paste 100Ml,1.0,3.99,1.0,3.99,1
UDHAYAM TOOR DAL 1 KG,1.0,3.99,1.0,3.99,1
UDHAYAM MOONG DAL 2LB,1.0,3.99,1.0,3.99,1
Shills Hydra Facials mask 25g,1.0,3.99,1.0,3.99,1
SPINACH 283G,1.0,3.99,1.0,3.99,1
Vatika Henna Natural Brown,1.0,3.99,1.0,3.99,1
Shan Easy Cook Haleem Mix (350,1.0,3.99,1.0,3.99,1
Crispy Pista Cookie 400Gm,1.0,3.99,1.0,3.99,1
Chutnefy Chettinad Kurma 65G,1.0,3.99,1.0,3.99,1
VEEBA P&P SAUCE TANDOORI,1.0,3.99,1.0,3.99,1
soak veg hakka noodles(560),1.0,3.99,1.0,3.99,1
stainless steel scrubbers,1.0,3.99,1.0,3.99,1
Aachi Mughal Biryani 45G,2.0,3.98,2.0,3.98,1
Gazab Aloe Pomegranate 290Ml,2.0,3.98,2.0,3.98,1
Gits Nylon Khaman 180 G,2.0,3.98,2.0,3.98,1
Gits Dosa Mix 200 Gm,2.0,3.98,2.0,3.98,1
Mdh Fish Curry Masala 100Gm,2.0,3.98,2.0,3.98,1
Mdh Dal Makhani Masala 100Gm,2.0,3.98,2.0,3.98,1
Gits Uttapam 200g,2.0,3.98,2.0,3.98,1
Eastern Mutton Masala 100G,2.0,3.98,2.0,3.98,1
Eastern - Kabab Masala,2.0,3.98,2.0,3.98,1
Famous Basil Seed Honey Juice 290ml,2.0,3.98,2.0,3.98,1
Everest Fish Curry Mas-50Gm,2.0,3.98,2.0,3.98,1
MASALA SPICY KHAKHRA 200G,2.0,3.98,2.0,3.98,1
Eastern Panipuri Masala,2.0,3.98,2.0,3.98,1
Eastern Chilly Chicken Masala 100g,2.0,3.98,2.0,3.98,1
Swagat Rangoli Colours White,2.0,3.98,2.0,3.98,1
BB ANDHRA MIXTURE 170G,2.0,3.98,2.0,3.98,1
Shrigarika Blue Heaven,2.0,3.98,2.0,3.98,1
Snicker Butter,2.0,3.98,2.0,3.98,1
Afshan Heena Pwd 100gm,2.0,3.98,2.0,3.98,1
Telugu Fish Masala 100G,2.0,3.98,2.0,3.98,1
Mdh Chana Dal Masala 100G,2.0,3.98,2.0,3.98,1
Mdh Arhar Dal Masala 100Gm,2.0,3.98,2.0,3.98,1
Balaji Sindoor Kesar,2.0,3.98,2.0,3.98,1
Balaji Crunchex,2.0,3.98,2.0,3.98,1
Mother's Madras Appalam 200gm,2.0,3.98,2.0,3.98,1
Mdh Sabji Masala 100Gm,2.0,3.98,2.0,3.98,1
Himalaya Cucumber Soap 125G,2.0,3.98,2.0,3.98,1
Weikfield Falooda Mix 200g,2.0,3.98,2.0,3.98,1
Gits Khatta Dhokla Mix,2.0,3.98,2.0,3.98,1
Gazab Basil Seed Drink,2.0,3.98,2.0,3.98,1
Gazab Turmeric Finger 100G,2.0,3.98,2.0,3.98,1
Gazab Mix Fruity Dots,2.0,3.98,2.0,3.98,1
Aachi Memoni Mutton Bir 45G,2.0,3.98,2.0,3.98,1
Aachi Malay Chciken Biryani 40g,2.0,3.98,2.0,3.98,1
INSTANT RASAM MIX 100G,2.0,3.98,2.0,3.98,1
Priya Prawm/Shrimp Masala50G,2.0,3.98,2.0,3.98,1
adani red mukhwas 200gms,2.0,3.98,2.0,3.98,1
Ramdev Sindhav Powder 200g,2.0,3.98,2.0,3.98,1
Washing Brush,2.0,3.98,2.0,3.98,1
RAM VEG MANC 100GM,2.0,3.98,2.0,3.98,1
Mysore Sandal Soap 75G,2.0,3.98,2.0,3.98,1
Aachi Sindhi Biryani Msl 45G,2.0,3.98,2.0,3.98,1
COCONUT,2.0,3.98,2.0,3.98,1
Rice Panja (Wd),2.0,3.98,2.0,3.98,1
National Chicken Biryani 39g,2.0,3.98,2.0,3.98,1
National Bombay Biryani 55g,2.0,3.98,2.0,3.98,1
aachi Dindigul Biryani masala 45g,2.0,3.98,2.0,3.98,1
Deep Edible Gum 100g,2.0,3.98,2.0,3.98,1
Ramdev Paneer Cilli Masala 100g,2.0,3.98,2.0,3.98,1
gazab food color orange,2.0,3.98,2.0,3.98,1
Aachi malabar chicken 45g,2.0,3.98,2.0,3.98,1
Mtr Vegetable Upma Cup 80G,2.0,3.98,2.0,3.98,1
Shan Chicken Handi Mix(50G),2.0,3.98,2.0,3.98,1
Shan Kitchen King Masala 100g,2.0,3.98,2.0,3.98,1
dewan pani puri 75gm,2.0,3.98,2.0,3.98,1
Aachi pilau biryani 45g,2.0,3.98,2.0,3.98,1
Mtr Rava Idli 200Gm,2.0,3.98,2.0,3.98,1
Mtr Khatta Meetha Poha 80G,2.0,3.98,2.0,3.98,1
Mixed Millet Pasta 180G,2.0,3.98,2.0,3.98,1
Shan Chicken Curry Masala 50 G,2.0,3.98,2.0,3.98,1
CHUKKU MALLI 100G,2.0,3.98,2.0,3.98,1
Shan Chinese Egg Fried Rice Mx,2.0,3.98,2.0,3.98,1
Shan Fish Biryani Mix(50G),2.0,3.98,2.0,3.98,1
Shan Achar Pickle 50G,2.0,3.98,2.0,3.98,1
Shan Chicken Ginger Mix 50Gm,2.0,3.98,2.0,3.98,1
Vatika Black Sesmae 100G,2.0,3.98,2.0,3.98,1
Sdp Kodo Millet Pasta,2.0,3.98,2.0,3.98,1
Sdp Foxtail Millet Pasta,2.0,3.98,2.0,3.98,1
Parle Kreams Gold Choclate 266.88g,2.0,3.98,2.0,3.98,1
Dabur Keora Water 250Ml,2.0,3.98,2.0,3.98,1
Priya Madras Curry Powder 100G,2.0,3.98,2.0,3.98,1
Priya Fish Masala Powder 100G,2.0,3.98,2.0,3.98,1
PARADE COTTON CANDY,2.0,3.98,2.0,3.98,1
Deep Frzn Methi - 12 Oz,2.0,3.98,2.0,3.98,1
Gazab Citric Acid/100G,2.0,3.98,2.0,3.98,1
Adani Ajinomoto 100gm,2.0,3.98,2.0,3.98,1
Gazab Basil Seed Cocktail,2.0,3.98,2.0,3.98,1
Aara White Pepper Whole 100G,2.0,3.98,2.0,3.98,1
Aara White Pepper Powder 100G,2.0,3.98,2.0,3.98,1
swagat black salt 400g,2.0,3.98,2.0,3.98,1
Drumstick Leaves/ Lb,0.6,3.89,0.6,3.89,1
BB VERMICELLI MIX 200G,3.0,3.87,3.0,3.87,1
Gazab Sindhav Salt 100G,3.0,3.87,3.0,3.87,1
Valor Long/Lb,0.76,3.79,0.76,3.79,1
Karela (Bitter Melon) - Lb,1.59,3.64,1.59,3.64,1
Gits Medu Vadai 500 G,1.0,3.49,1.0,3.49,1
mother's recipe GORKERI 575GM,1.0,3.49,1.0,3.49,1
Adani Dry Mint Leaves Pwr 200G,1.0,3.49,1.0,3.49,1
Adani White Whole Pepper/100Gm,1.0,3.49,1.0,3.49,1
Jiva Organic Cocnut Cream,1.0,3.49,1.0,3.49,1
MR Pickle Bengali Mango 500gm,1.0,3.49,1.0,3.49,1
MR Pickle Punjabi Mango 500g,1.0,3.49,1.0,3.49,1
Honey Wheat,1.0,3.49,1.0,3.49,1
CINNAMON ESSENTIAL OIL,1.0,3.49,1.0,3.49,1
Vadilal Vanilla Sandwich 300ml,1.0,3.49,1.0,3.49,1
Mtr Vermiceli Payasam Mix 200G,1.0,3.49,1.0,3.49,1
Cothas Coffee 182G,1.0,3.49,1.0,3.49,1
Red Chilli Regular 200G,1.0,3.49,1.0,3.49,1
DEWAN TEA RUSK RAISINS 200G,1.0,3.49,1.0,3.49,1
MR Gujarati Methia Mango 500g,1.0,3.49,1.0,3.49,1
Vadilal Garlic Butter Naan 320,1.0,3.49,1.0,3.49,1
Haldiram's Mathri 400Gm,1.0,3.49,1.0,3.49,1
TAmicon Date & Tamarind paste,1.0,3.49,1.0,3.49,1
Shan Rasam Masala 165G,1.0,3.49,1.0,3.49,1
Dark Fantasy choco Nut Fills150G,2.0,3.48,2.0,3.48,1
Yellow Pumpkin / Lb,3.49,3.46,3.49,3.46,1
Banana Flower / Lb,3.48,3.45,3.48,3.45,1
Choyte /Lb,3.45,3.41,3.45,3.41,1
Deep Kati Roll paneer Tikka 18gh,1.0,3.29,1.0,3.29,1
Round long squash \lb,2.18,3.25,2.18,3.25,1
Graffiti Eggplant / Lb,3.22,3.19,3.22,3.19,1
Gopuram Turmeric Powder Tin,2.0,3.18,2.0,3.18,1
Balaji Kala Till 50G,2.0,3.18,2.0,3.18,1
Show Piece Small -A,1.0,2.99,1.0,2.99,1
TOMATO RICE POWDER 200GM,1.0,2.99,1.0,2.99,1
Amma Kerala Mixture 285G,1.0,2.99,1.0,2.99,1
Laxmi Tea Masala(100G),1.0,2.99,1.0,2.99,1
Farfar Okra(400Gms),1.0,2.99,1.0,2.99,1
Gits Rasmalai 150 G,1.0,2.99,1.0,2.99,1
Gazab Anardana Seeds 100G,1.0,2.99,1.0,2.99,1
Farfar Star 400G,1.0,2.99,1.0,2.99,1
Gits Rte Punjabi Kadi - 300G,1.0,2.99,1.0,2.99,1
Vadilal Manchurian Kathi roll,1.0,2.99,1.0,2.99,1
Vadilal Methi Paratha 300G,1.0,2.99,1.0,2.99,1
Vadilal Red Onions- 11Oz,1.0,2.99,1.0,2.99,1
Vadilal Rajwadi Kulfi,1.0,2.99,1.0,2.99,1
Laxmi Baigan Bharta 284g,1.0,2.99,1.0,2.99,1
lux fresh Glow 150g 3pack,1.0,2.99,1.0,2.99,1
Amma's Masala Dosa 450G,1.0,2.99,1.0,2.99,1
Amma's Masala Idli 280G,1.0,2.99,1.0,2.99,1
"Amma's Mini Idli ,Sambar 520G",1.0,2.99,1.0,2.99,1
Amma's Mix Vegetable Uttapam,1.0,2.99,1.0,2.99,1
Grb Dry Fruits Halwa,1.0,2.99,1.0,2.99,1
MIXED FRUIT,1.0,2.99,1.0,2.99,1
Balaji Mala Tulsi Kanthi Red,1.0,2.99,1.0,2.99,1
laxmi edvi photo 11*9,1.0,2.99,1.0,2.99,1
MR Madras Thokku 300g,1.0,2.99,1.0,2.99,1
Aara Sesam Seeds 200G,1.0,2.99,1.0,2.99,1
Balaji Sev Murmura/250g,1.0,2.99,1.0,2.99,1
Spinach cello bag 10oz,1.0,2.99,1.0,2.99,1
Ss Agarbati Stand Plate,1.0,2.99,1.0,2.99,1
aachi chicken kadai masala 100g,1.0,2.99,1.0,2.99,1
aachi pav Bhaji masala 100g,1.0,2.99,1.0,2.99,1
Haldiram Khari Masala Puff 400,1.0,2.99,1.0,2.99,1
Chandan Pooja Powder,1.0,2.99,1.0,2.99,1
Ramdev Potato Wafer 400g,1.0,2.99,1.0,2.99,1
Aachi Vathakulambu masala 100g,1.0,2.99,1.0,2.99,1
Deep Soya Bean flour 2LB,1.0,2.99,1.0,2.99,1
