product,barcode,order,product_quantity,total_price,average_sales_price,average_cost_price,margin
HEM Garden of FLOWERS,8901810011946,1,1.0,3.99,3.99,2.25,1.74
HEM buena suerte,8901810013032,2,2.0,7.98,3.99,2.25,3.48
HEM sandalwood stick,8901810016231,7,7.0,27.93,3.99,2.25,12.18
HEM Maa Kali,8901810127548,1,1.0,3.99,3.99,2.25,1.74
Sindoor,8904137458449,1,1.0,1.99,1.99,1.2,0.79
Charminar Camphor 100Gm,8906002658831,2,2.0,11.98,5.99,3.5,4.98
Jal Loti,943460113,1,1.0,8.99,8.99,5.95,3.04
Puja Havan Sticks,943460428,1,1.0,1.99,1.99,1.5,0.49
Ss Agarbati Stand Plate,943460506,1,1.0,2.99,2.99,1.5000000000000002,1.49
deepak glass,943460520,1,1.0,14.99,14.99,10.0,4.99
KODIYA 4,943460695,1,1.0,7.99,7.99,5.0,2.99
Shree Yantra Stand,943460715,1,1.0,8.99,8.99,5.0,3.99
Tulsi Kyara - Xb,943460719,3,3.0,107.97,35.99,15.0,62.97
lord ganesh,943460753,2,2.0,10.0,5.0,2.0,6.0
Diya Plain Small,943460818,22,24.0,72.76,3.035454545454546,2.0,24.76
Pooja Dhoti Big,943460834,1,1.0,9.99,9.99,5.99,4.0
Ambar Kumkum 11*1,943460836,3,3.0,11.97,3.99,3.0,2.97
Pooja Chundadi Medium,943460902,3,3.0,23.97,7.99,4.999999999999999,8.97
Divi Copper,943460913,2,4.0,11.96,2.99,1.5000000000000002,5.96
108 Rudraksha Wicks,943460972,1,2.0,5.98,2.99,2.0,1.98
Kerala Deepam # 8,943460985,1,1.0,18.99,18.99,12.95,6.04
Copper Havan Kund Mini,943461052,1,1.0,5.99,5.99,4.0,1.99
Show Piece Small -A,943461091,1,1.0,2.99,2.99,1.5000000000000002,1.49
Show Piece Big -B,943461094,1,2.0,11.98,5.99,3.0,5.98
Dhupiya No -3,983461140,1,1.0,9.99,9.99,6.0,3.99
laxmi edvi photo 11*9,983461186,1,1.0,2.99,2.99,1.5000000000000002,1.49
Brass Ledal Aarti,983461281,5,5.0,15.97,3.194,4.0,-4.03
Divet Rudrax,983461306,1,5.0,4.95,0.99,0.5,2.45
Pooja Deepam,983461309,1,1.0,4.99,4.99,3.8000000000000003,1.19
Diyas,diy,86,122.0,742.3,6.012,5.0,132.3
Janoy,janoy,1,1.0,1.49,1.49,0.75,0.74
sugar cane long,sc1,1,2.0,11.98,5.99,4.0,3.98
pooja nut 10pcs,8904147425837,1,1.0,2.49,2.49,2.0,0.49
Black Thread,943460832,1,1.0,0.99,0.99,0.5,0.49
Balaji Vibhuti jar 25G,8904147425769,3,3.0,4.47,1.49,0.8999999999999999,1.77
Balaji Sindoor Red,8904147426230,1,1.0,1.99,1.99,1.3,0.69
MANGAL SUTRA,943460943,1,1.0,1.99,1.99,1.2,0.79
Balaji Kala Till 50G,8904147426056,2,2.0,3.18,1.59,0.7500000000000001,1.68
Gopuram Turmeric Powder Tin,8906048271063,2,2.0,3.18,1.59,0.7500000000000001,1.68
Jav,55511199,6,8.0,7.92,0.99,0.5,3.92
Chandan Pooja Powder,8904147426049,1,1.0,2.99,2.99,2.0,0.99
CHILLI PLANT,CAP,1,1.0,1.99,1.99,1.0,0.99
Shrigarika Blue Heaven,8904214801618,2,2.0,3.98,1.99,0.99,2.0
Pooja Loti -3,943460908,1,1.0,2.99,2.99,1.9500000000000002,1.04
Balaji Abil,8904147425721,3,4.0,7.96,1.99,0.8999999999999999,4.36
premier pooja oil 500ml,804589153177,12,12.0,41.88,3.49,2.35,13.68
gangajal,643864534887,1,1.0,2.99,2.99,1.7500000000000002,1.24
Gulal,8904147425738,1,1.0,1.99,1.99,0.75,1.24
Pnach Patra (3.5),943461050,1,1.0,1.99,1.99,0.75,1.24
Balaji Sindoor Kesar,8904147426216,2,2.0,3.98,1.99,1.3,1.38
Red Thread,943460903,3,3.0,2.97,0.99,0.5000000000000001,1.47
Copper Tarbhana # 4,943460917,3,4.0,7.96,1.99,1.5,1.96
KHUSHBOO KUMKUM,749891100870,3,3.0,5.97,1.99,1.2499999999999998,2.22
Balaji Gangajal,8904147425714,5,5.0,14.95,2.99,1.4999999999999998,7.45
Showpiece Small -B,943461092,6,6.0,17.94,2.99,1.5000000000000002,8.94
Brass Kapoor Aarti Desing - 5,983461282,2,2.0,7.98,3.99,2.5,2.98
Pooja Nuts Banana Chip 200G,8904147426018,3,3.0,17.97,5.99,4.25,5.22
Balaji Mala Tulsi Kanthi Red,943460667,1,1.0,2.99,2.99,1.2500000000000002,1.74
cycle lia jasmine 90g,8901751021165,4,4.0,7.96,1.99,1.08,3.64
heritage chandanam agarbatti,8901751021578,3,4.0,7.96,1.99,1.08,3.64
Balaji Panchratna Dhoop,8904147426070,2,2.0,4.98,2.49,1.5000000000000002,1.98
GAZAB GANJAL,893912369439,4,4.0,7.96,1.99,1.0,3.96
Divi Big,943460303,25,36.99,189.61,5.403937931034482,1.0000000000000002,152.62
Jai Santoshi Maa Camphor Sm Pc,8906002659920,3,3.0,5.97,1.99,0.8333333333333331,3.47
Pooja Towel,943460232,3,4.0,23.96,5.99,4.0,7.96
Brass Bell Nandi - 3,983461313,1,1.0,5.99,5.99,4.0,1.99
Ss Bell,943460244,1,1.0,4.99,4.99,2.95,2.04
Turmeric Pouch,8906048270530,4,9.0,8.91,0.99,0.30000000000000004,6.21
corn,corn1,3,4.0,5.96,1.323333333333333,0.9299999999999999,2.24
premier chandan powder,804589153559,11,13.0,25.87,1.99,1.5,6.37
Bhakti Jap Mala Tulsi,791090300735,1,1.0,3.99,3.99,1.5,2.49
Balaji Pure Ghee Wicks,8904147425943,6,6.0,23.94,3.99,1.5000000000000002,14.94
Swagat Rose Water 200Ml,643864911022,12,12.0,23.88,1.99,0.6999999999999998,15.48
heritage radiant rose 82g,8901751021592,9,9.0,17.91,1.99,1.08,8.19
Brass Divi.,943460063,3,3.0,11.97,3.99,1.25,8.22
Tarbhana No 3,943460916,3,4.0,7.96,1.99,1.0,3.96
Brass Deepam(Br),983461279,4,14.0,41.86,2.99,2.0,13.86
CYCLE OM SHANTHI JASMINE OIL,8901751803167,6,7.0,27.93,3.99,2.5,10.43
Balaji Cotton Wicks,8904147426124,8,8.0,15.92,1.99,0.5,11.92
Pichhvai.,983461170,1,1.0,9.99,9.99,7.0,2.99
Blue Heaven Kum Kum,8906028062025,6,6.0,11.94,1.99,0.9899999999999999,6.0
Pooja Cotton Ruh,8904147426186,7,10.0,12.9,1.29,0.5,7.9
GAZAB MUSTARD SEEDS 400G,841970028348,4,4.0,13.96,3.49,1.7500000000000002,6.96
Gopuram Thambulam Set Gold,983461118,2,2.0,7.98,3.99,2.25,3.48
GANESH,850616220558,1,1.0,6.99,6.99,3.5,3.49
Gopuram Kum Kuma,8906048281611,6,15.0,21.86,2.158333333333333,0.75,10.61
Phool Divet,8904147426162,6,6.0,11.94,1.99,0.7499999999999999,7.44
Pooja Wicks Colour,943460814,5,15.0,29.85,1.99,0.75,18.6
Hem Aradhana Pura Ghee Diya,8901810122840,5,5.0,39.95,7.99,4.090000000000001,19.5
Cycle 3 In 1,8901751010527,5,9.0,8.91,0.99,0.5,4.41
Gazab Camphor,810070982539,5,5.0,12.45,2.49,1.4999999999999998,4.95
Balaji Gopi Chandan Teeka,8904147413803,6,6.0,17.94,2.99,2.0,5.94
Gopuram Kumkum Turmeric Thamboolam set,943460946,2,4.0,11.96,2.99,2.0,3.96
Balaji Kesar Chandan,8904147413797,2,2.0,7.98,3.99,2.0,3.98
Tarbhana No 6,943460959,2,2.0,13.98,6.99,5.0,3.98
Dhupiya No - 3,983461139,1,1.0,8.99,8.99,5.0,3.99
Murugan Photo (11* 9),983461180,1,1.0,8.99,8.99,5.0,3.99
premier pooja oil 200ml,804589153191,17,17.0,33.83,1.99,1.2999999999999998,11.73
Adani Kumkum 100G,8904147401558,4,5.0,9.95,1.99,0.9199999999999999,5.35
OM SHANTHI PUJA OIL 1 L,8901751803181,5,6.0,41.94,6.99,4.829999999999999,12.96
Balaji Kumkum jar 50gm,8904147425745,7,9.0,17.91,1.99,0.8999999999999999,9.81
Balaji Haldi 25g,8904147425776,5,5.0,9.95,1.99,0.8999999999999998,5.45
Laxmi Dhoop(8 Sticks),8901129152378,10,12.0,23.88,1.99,1.07,11.04
Pooja Nuts Whole,8904147425,2,3.0,16.77,5.59,4.0,4.77
Gopuram Kum Kum,8906048281154,1,10.0,4.9,0.49,0.0,4.9
chings corn flour,8901595931330,13,13.0,25.87,1.99,1.37,8.06
Kajal,8906028061554,10,11.0,21.89,1.99,1.1400000000000001,9.35
Mysore Sandal Jasmine,8901287401905,12,12.0,17.88,1.49,0.4499999999999999,12.48
Gopuram,gopu,5,33.0,32.67,0.99,0.45000000000000007,17.82
Mata Shringar Kit,91000101,6,6.0,29.94,4.99,2.16,16.98
Balaji Turmeric Finger 5Pc,858585,6,7.0,13.04,1.908333333333333,0.8299999999999998,7.23
om shanthi pooja oil 500ml,8901751803174,5,5.0,19.95,3.99,2.5,7.45
BALAJI FINE CAMPHOR/100GM,8904147425813,12,13.0,51.87,3.99,2.5,19.37
HEM 3 in one incense sticks,8901810001053,4,4.0,19.96,4.99,3.0,7.96
Pichhvai,983461169,4,4.0,23.96,5.99,4.0,7.96
Copper Kalash #5,943460724,2,2.0,17.98,8.99,6.0,5.98
Lakshmi Ganesh Idol,120121012,1,1.0,9.99,9.99,4.0,5.99
Copper Kalash #10,943460729,1,1.0,16.99,16.99,10.999999999999998,5.99
Brass Divi,943460064,5,7.0,20.93,2.99,1.25,12.18
GANESH,850616220527,2,2.0,13.98,6.99,3.5,6.98
Cycle Sandalam Agarbatti 14G,8901751018998,16,18.0,17.82,0.99,0.32999999999999996,11.88
Balaji Fine Camphor/50Gm,8904147425806,18,19.0,56.81,2.99,1.5000000000000002,28.31
Agarbati Stand,943460905,7,7.0,20.93,2.99,1.0,13.93
Km Fancy Deepak,983461144,1,4.0,23.96,5.99,4.0,7.96
Balaji Laxmi Photo 12*16,983461331,1,1.0,25.99,25.99,18.0,7.99
Tomalu 18 Inch,tm600,1,1.0,25.99,25.99,18.0,7.99
DEEP sHAKTHI OIL 450ML,8901468001672,48,55.0,164.45,2.99,1.9899999999999998,55.0
Dabur Rose Water 8.25Oz,5022496192507,23,23.0,54.07,2.350869565217391,1.534782608695652,18.77
Balaji Camphor,8904147426032,17,17.0,50.83,2.99,1.75,21.08
Balaji Smokeless Camphor,8904147425967,13,13.0,64.87,4.99,2.75,29.12
Laxmi Idol,Laxmi Idol,1,1.0,35.99,35.99,24.400000000000002,11.59
shivam org inscence sticls,198715922974,17,18.0,35.82,1.99,1.0,17.82
Deepam Oil 500Ml,8906010260118,22,22.0,87.78,3.99,2.5,32.78
Cycle Three In One,8901751021240,26,30.0,119.7,3.99,2.0,59.7
LYCA SIM,5060172549238,5,6.0,29.94,4.99,2.0,17.94
Navdhanya,943460427,8,13.0,51.87,3.99,1.9999999999999998,25.87
Balaji Haldi Kumkum Big Combo,8904147425950,13,15.0,29.85,1.99,0.8,17.85
Ganesh 4 inch,g4,4,4.0,39.96,9.99,6.0,15.96
Long Thread,6546543515,11,11.0,21.89,1.99,0.30000000000000004,18.59
Gopuram Divet -365,983461096,21,22.0,131.78,5.99,3.4545454545454546,55.78
Hem Aradhana Pure Cow Diya,8901810122819,6,6.0,53.94,8.99,4.989999999999999,24.0
Pooja Nuts Black,8904147425820,21,20.0,68.8,3.442380952380952,2.25,23.8
Gopuram Cotton Ropa Mala 4mtr,983461272,14,19.0,56.81,2.99,1.8,22.61
Gopuram divet long 1pc,943460993,47,185.0,183.15,0.99,0.5,90.65
TULSI KYARA BIG,943460698,3,3.0,77.97,25.99,15.0,32.97
bangles,bang,8,13.0,74.87,5.615,4.0,22.87
god photo,983461182,5,5.0,34.96,6.992,1.0,29.96
12 inch,g12,4,4.0,167.96,41.99,36.0,23.96
Ganesh 6 inch,g6,6,6.0,101.95,16.99166666666667,12.800000000000002,25.15
Deep Shakti Oil 900Ml,8901468001689,35,39.0,233.61,5.99,4.0,77.61
15 inch,g15,2,2.0,129.98,64.99,48.0,33.98
Kerala Deepak # 4,943460777,6,19.0,170.81,8.99,5.95,57.76
Pooja Cloth,943460230,29,59.0,135.11,2.29,1.2000000000000002,64.31
Ganesh DIY,8903236488371,3,5.0,129.95,25.99,15.989999999999998,50.0
Jilled mala,jm,41,43.0,128.57,2.99,1.7999999999999998,51.17
pooja smagri,ps,6,6.0,53.94,8.99,0.0,53.94
gANESH 10 INCH,g10,11,11.0,395.89,35.99,29.0,76.89
lotus,lotus,79,98.0,293.02,2.99,2.0,97.02
8 inch,g8,9,9.0,222.92,24.76888888888889,15.0,87.92
SUGAR CANE,sc,127,193.0,536.07,2.816771653543307,1.4000000000000001,265.87
CLAY GANESH 12 INCH,cg12,18,18.0,807.82,44.87888888888889,28.000000000000004,303.82
clay ganesh 10 inch,cg10,20,20.0,719.8,35.99,19.999999999999996,319.8
clay ganesh 11 inch,cg11,24,24.0,921.76,38.40666666666667,25.0,321.76
patri small,p9,120,127.0,1136.74,8.948416666666667,6.0,374.74
CLAY ganesh 9 inch,cg9,43,41.0,1225.59,29.89697674418604,15.999999999999996,569.59
Indian Flowers,fl,440,553.0,2755.47,4.985459090909091,2.9999999999999996,1096.47
     Meat / GOAT  / LAMB,,2605,6276.61,81963.02,5.790021999930238,8.730869131585363,27162.7595
Goat Intestine,2000725000000,5,3.68,36.75,4.531393165262041,4.986413043478261,18.4
Goat Heart,2000709000002,2,1.83,6.38,1.583039253930383,1.7540983606557377,3.17
Goat Kidney,2000710000008,32,18.09,144.58,3.624207346390761,4.504145936981759,63.1
Goat Paya,2000713000005,59,72.16,648.59,4.077800255826401,2.5504434589800447,464.55
Goat Boneless,2000705000006,22,40.83,693.71,7.706543531311518,10.550085721283372,262.95
Goat Spleen,2000711000007,68,78.87,630.2,3.624207346390761,4.489920121719285,276.08
Goat Chops,2000704000007,97,157.64,1969.3,5.665375438851139,8.989850926160875,552.1399
Goat Head Cut,2000712000006,43,67.89,1017.77,6.799357712440239,6.501693916629842,576.37
Goat Liver,2000707000004,162,195.77,1557.79,3.621507388596501,3.5020687541502777,872.19
GOAT BRAIN,2000726000009,107,70.37,1477.01,9.520915169054078,6.989768367201933,985.14
Goat Paya With Skin,2000708000003,112,177.86,1776.95,4.531393165262041,0.0,1776.95
Goats Ribs,727,98,167.96,1677.81,4.531393165262041,0.0,1677.81
Goat Ground Reg,2000702000009,243,372.95,5217.72,6.3457648030046,5.990374044778121,2983.61
Goat Mix,2000703000008,1007,2042.14,24469.7,5.433564369755815,9.989423056205744,4069.8996
Goat Shoulder,2000706000005,486,1202.92,17422.08,6.570293293175241,9.990564626076548,5404.23
Goat Leg,2000701000000,446,1605.65,23216.68,6.568055367893589,9.990041416248872,7176.17
     Jalebi & DD Rotis,,7284,13479.0,79087.81,7.703241397425795,3.0386341716744565,38130.06
Dd Roti 8Ct,c3,1898,6687.5,15583.17,3.948935721812434,2.0,2208.17
Jalebi Yellow Half Pound,j2,2888,2979.0,17820.22,5.981693213296399,3.5,7393.72
Jalebi Yellow 1lb,j1,2827,3812.5,45684.42,11.98100070721358,4.5,28528.17
     Fruits & Vegetables / Produces & Fruit,,17038,83911.62,126897.52,1.325740154276833,1.018759188536701,41411.7861
Green Mango/ Lb,gm,614,776.14,2015.07,1.195741829336362,3.2057618470894425,-473.05
Tindora / Lb,ti,839,1419.01,3315.78,1.062757386976527,2.1169618254980587,311.79
Beetroot /Lb,beet,276,431.0,506.11,0.5305722278340649,1.107401392111369,28.82
Pineapple Each,pineapple,4,5.0,24.95,4.99,6.6,-8.05
Yellow Onion 3Lb,033383600024,35,43.0,85.57,1.99,2.13,-6.02
Amaranth Leaves/Lb,amar,6,4.11,16.4,1.809835708648202,4.5012165450121655,-2.1
Best Sweet Tamarind /Lb,000000006124,1,1.0,5.79,5.79,3.54,2.25
Radishes 1Lb,033383670027,8,9.0,17.91,1.99,1.57,3.78
Country Mornign Eggs,078566001021,15,15.0,74.85,4.99,2.9899999999999998,30.0
Pomegranate /Ea,3127,1,1.0,4.99,4.99,3.75,1.24
White Potato 5lb,33383520100,11,11.0,48.89,4.444545454545454,2.9000000000000004,16.99
Shana Drumstick,5030039006051,19,19.0,37.81,1.99,1.1,16.91
Spinach cello bag 10oz,60556602202,1,1.0,2.99,2.99,2.0,0.99
Mango Leaves,6108,3,3.0,2.97,0.99,0.1200000000000001,2.61
Red Onion 10Oz,646127338185,10,14.0,48.86,3.49,2.66,11.62
White Pot 5 Lb Bag,677176000136,9,9.0,40.41,4.49,2.9999999999999996,13.41
Brown Eggs,860011828419,24,24.0,143.76,5.99,6.0,-0.24
CUT PAPAPYA,CPAPA,1,1.02,6.11,5.99,2.0,4.07
American eggplant,ae,24,29.0,49.01,1.69,0.9999999999999999,20.01
Fresh Amla,am,14,8.26,115.59,13.99,10.0,32.99
Banana Flower / Lb,bf,3,3.48,3.45,0.4490569803412833,0.971264367816092,0.07
Bhindi (Okra) / Lb,bhindi,3,4.38,10.9,1.129446344494743,1.908675799086758,2.54
Cut Coconut,cco,1,1.0,3.99,3.99,3.0,0.99
Chayote Squash\Lb,chs,2,15.51,15.36,0.4490569803412833,0.5519019987105093,6.8
Dill Leaves /Each,dill,8,10.0,19.9,1.99,1.4999999999999998,4.9
Drumstick Leaves/ Lb,dsl,1,0.6,3.89,2.943817982237302,5.500000000000001,0.59
Drumsticks Fresh / Lb,dss,1,0.46,2.76,2.717021527519482,4.391304347826086,0.74
Graffiti Eggplant / Lb,ge,3,3.22,3.19,0.4490569803412833,1.0993788819875776,-0.35
Fresh Green Grapes,gf,6,8.45,25.26,1.356242799212563,1.5017751479289945,12.57
Green Banana,gn,3,1.71,1.69,0.4490569803412833,0.6608187134502923,0.56
Green Peanuts/Lb,gnp,11,16.05,71.01,1.999520016230379,3.0,22.86
Small Plantain Green,gp1,2,1.63,2.11,0.5851348531719752,1.3006134969325152,-0.01
Red Grapes /1Lb,gra,13,19.04,66.46,1.583039253930383,2.599789915966386,16.96
Green Grapes,grap,16,24.27,70.09,1.305213596901053,1.3996703749484964,36.12
Guvar / Guwar Beans / Lb,gu,15,14.86,37.0,1.129446344494743,1.800807537012113,10.24
Baby Guava,gub,4,3.98,13.89,1.583039253930383,2.4597989949748746,4.1
Jalapenos Chilli / Lb,jalp,2,0.95,2.37,1.129446344494743,2.1999999999999997,0.28
Valor Long/Lb,lrv,1,0.76,3.79,2.263428618083842,3.3947368421052633,1.21
Persimmon /Lb,per,108,143.04,564.59,1.793035971261697,1.2509088366890382,385.66
Karela (Bitter Melon) - Lb,sm,1,1.59,3.64,1.038727762607615,1.8427672955974843,0.71
thotakura,tho,1,1.0,2.99,2.99,1.5000000000000002,1.49
Yellow Turmeric / Lb,yt,35,7.28,29.1,1.809835708648202,2.701923076923077,9.43
ITALIAN EGGPLANT,iep,7,10.49,20.88,0.902649889776923,1.5204957102001906,4.93
Green Onion Each,go,2,2.0,1.58,0.79,0.43000000000000005,0.72
Sweet Potato / Lb,spo,31,50.8,101.1,0.902649889776923,1.4801181102362204,25.91
Indian Cucumber /Lb,indiancucumber,20,27.26,54.25,0.902649889776923,1.5601614086573734,11.72
Yellow Pumpkin / Lb,yp,3,3.49,3.46,0.4490569803412833,0.7020057306590258,1.01
Eggplant Chinese/Lb,ec,4,3.19,6.34,0.902649889776923,1.2978056426332287,2.2
Garlic Sleeves,680444070526,6,6.0,17.94,2.99,2.8800000000000003,0.66
Water Melon,033383402406,1,1.0,2.99,2.99,2.1,0.89
Round long squash \lb,rls,1,2.18,3.25,0.6758534350591031,0.9999999999999998,1.07
Mango / Box,00000000673,1,1.0,9.99,9.99,8.75,1.24
Green Papaya \lb,gpy,1,2.13,2.75,0.5851348531719752,0.6619718309859155,1.34
INDIAN LONG SQUASH,ila,2,3.54,5.28,0.6758534350591031,0.8022598870056498,2.44
Neem Leaves Bag,nl,1,1.0,1.99,1.99,0.49,1.5
Tandeljo(Amaranth) Red / Lb,amr,2,1.11,6.65,2.717021527519482,4.504504504504504,1.65
Green Egg Plant,4699276673,9,12.89,25.65,0.902649889776923,1.399534522885958,7.61
Guvar Beans / Lb,150,4,3.34,16.66,2.263428618083842,1.9880239520958087,10.02
Broccoli /Lb,br,10,9.09,11.72,0.5851348531719752,0.800880088008801,4.44
single mango,small mango,48,68.0,101.32,1.49,0.5,67.32
SPINACH 283G,08568040041008,1,1.0,3.99,3.99,2.0,1.99
Potatoes,p,7,13.39,10.57,0.3583383984541554,0.0,10.57
Eggplant Indian /Lb,ei,8,8.86,17.62,0.902649889776923,1.559819413092551,3.8
Neem Lvs,1122365478995122,2,3.0,2.97,0.99,0.20000000000000004,2.37
Appam Batter,001524444486,6,6.0,29.94,4.99,3.8000000000000003,7.14
Baby Guava / Lb,bbg,4,2.53,7.56,1.356242799212563,1.4387351778656126,3.92
Bell Peppr Yellow,bpy,34,24.85,50.94,0.9418723354751812,1.4784708249496978,14.2
Aloevera 1Ct,alo,27,29.0,28.71,0.99,0.52,13.63
viswas pearl onion,8908000275430,1,4.0,7.96,1.99,1.0,3.96
Green Vatana (Peas) / Lb,gpe,19,15.56,77.64,2.263428618083842,3.5199228791773773,22.87
Parval,par,8,9.79,26.34,1.220164926381871,2.1593462717058225,5.2
Serrano Peppers/Lb,ser,153,98.3,166.84,0.7405270047270234,1.107324516785351,57.99
Tanteljo Lvs/Ea,tan,71,57.15,203.57,3.567464788732394,2.410323709536308,65.82
AMUL KHOA 200G,8901262050173,7,11.0,38.39,3.49,2.4,11.99
green grapes 2lb,850061588173,3,3.0,23.97,7.99,5.599999999999999,7.17
Long Plantain,lpl,72,81.88,105.58,0.5851348531719752,0.9296531509526137,29.46
amul cheese 400g,8901262020022,5,7.0,48.93,6.99,5.0,13.93
Baby Banana,fbb,63,109.14,217.2,0.902649889776923,1.730163093274693,28.37
Red Onions -25 Lb Bag,ro25,3,3.0,68.97,22.99,15.0,23.97
Viswas Sliced Coconut,8908000274044,5,8.0,31.92,3.99,2.79,9.6
RAMBUTAN,ram,14,14.1,68.25,2.166554132425802,3.7985815602836883,14.69
Drumstick Leaves,dls,141,62.06,434.09,3.170614436955121,5.999999999999999,61.73
kent mangos,km,3,3.0,38.97,12.99,10.0,8.97
Zucchini,zu,65,78.79,87.95,0.5118621524169873,0.6914583068917375,33.47
Karoun's Mint Yogurt Dri 1Pint,796252300264,40,47.0,117.03,2.49,1.5799999999999998,42.77
Long Chilli / Lb,lc,80,32.74,147.0,2.036632163366022,2.701282834453268,58.56
Peeled Garlic 454Gm,680444105419,5,5.84,26.22,4.49,3.691780821917808,4.66
Yellow Onions 5Lb,yb5,18,19.0,56.81,2.99,2.0500000000000003,17.86
KABOCHA,kbc,2,8.89,17.69,0.902649889776923,0.6299212598425198,12.09
Plantain Green/ Lb,pl,65,84.51,124.92,0.6744507862160791,0.9001301621109926,48.85
Red Bell Pepper /Lb,bpr,87,64.8,135.76,0.9621904762798541,1.5483024691358023,35.43
Telugu copra whole 1pc,8906142015112,21,43.0,107.07,2.49,1.7999999999999998,29.67
Potato 10Lb,033383536507,36,36.0,179.64,4.99,3.3999999999999995,57.24
Karoun's Yogurt Drink orginal,796252300165,20,22.0,54.78,2.49,1.16,29.26
Cello Carrots / Each,cello,167,185.0,183.15,0.99,0.5800000000000001,75.85
Gongura Leaves / Lb,gon,39,23.91,119.29,2.263428618083842,0.0,119.29
Gongura,gong,75,52.45,209.13,1.809835708648202,2.901239275500476,56.96
Carrots 2Lb,033383660011,21,21.0,41.79,1.99,1.04,19.95
Corn Pack,corn,40,82.0,81.18,0.99,0.6100000000000001,31.16
MASALA JEERA,8906100881643,30,55.0,109.45,1.99,1.0,54.45
Fresh Green Peas,gp,86,64.22,233.69,1.651605623961351,2.5792587978822796,68.05
EGGPLANT GREEN LONG/LB,gel,54,56.78,186.82,1.492320672043255,2.640190207819655,36.91
Red Onion 3LB,033383601021,60,70.68,280.99,3.973,1.630022637238257,165.78
carrot 2lb,651973537507,219,241.0,479.59,1.99,0.9999999999999999,238.59
Yellow Onion 5Lb,yo5,163,167.0,499.33,2.99,2.5,81.83
Spring Onions /49C,SO,273,375.21,183.85,0.49,0.31001305935342877,67.53
Potatoes Red/ Lb,rp,127,249.11,246.66,0.4490569803412833,0.7160692063746938,68.28
Malabar Leaves/Lb,mal,77,76.6,181.95,1.082938717071595,1.5630548302872063,62.22
Okra Packet 1Lb,605949111338,44,51.0,203.49,3.99,2.9,55.59
mushroom 8oz,050091120088,79,103.0,256.47,2.49,1.0000000000000002,153.47
American Eggplant /Each,ae,81,97.34,157.1,1.618395061728395,0.8534004520238339,74.03
Lemon (Yellow),yl,451,2252.17,563.04,0.25,0.19999822393513808,112.61
Pumpkin/lb,pump,158,300.5,297.54,0.4490569803412833,0.6602662229617305,99.13
Avacado Each,ava,91,291.0,229.31,0.7868131868131868,0.5,83.81
Chyote /Lb,chy,185,261.06,336.71,0.5851348531719752,0.7758752777139354,134.16
Banana Leaves /Pc,bl,28,41.0,89.09,2.204285714285714,1.2000000000000002,39.89
Dragon Fruit,df,30,37.0,183.63,4.956666666666667,3.3,61.53
Cabbage Green/ Lb,cb,383,1001.93,691.37,0.3129791075105914,0.5538011637539549,136.5
Peeled Garlic /Lb,pg,131,118.21,649.08,2.490225072801662,4.25141696979951,146.52
Garlic 5Pc,680444070557,567,672.0,2132.78,3.160194003527337,3.1200000000000006,36.14
Ginger China / Lb,gi,448,302.47,692.58,1.038727762607615,1.8401163751777034,136.0
Snake Gourd / Lb,sg,134,148.84,400.42,1.220164926381871,2.0,102.74
Egg Plant Grafiti,epg,210,256.56,585.49,1.036351799748666,1.5597131275335203,185.33
White Onion - Lb,ow,256,715.09,636.54,0.4036976893977193,0.5998545637612047,207.59
Guvar Beans,gube,192,153.33,510.08,1.507912928305105,2.4301832648535835,137.46
Garlic Girl 5 Pc,680444201524,160,196.89,490.26,2.49,1.88998933414597,118.14
Watermelon,wam,22,22.0,109.78,4.99,1.9,67.98
Wintermelon / Lb,wm,184,522.48,517.28,0.4490569803412833,0.6500153115908742,177.66
Persian Cucumber /Lb,pc,289,331.95,494.62,0.6758534350591031,0.9927699954812472,165.07
Organic Desi Yogurt,053600164191,115,122.0,726.78,5.955517241379311,4.31,200.96
Dosakai / Lb,do,284,425.6,635.25,0.6777632999409374,0.9471569548872181,232.14
Lychee Fresh / Lb,ly,49,48.96,293.26,2.717021527519482,3.6493055555555554,114.59
Fresh Muli / Lb,mu,349,413.03,762.43,0.8395580714956484,1.2686729777498003,238.43
Potato Idaho 5Lb Bag,033383536101,111,111.0,331.89,2.99,1.7999999999999998,132.09
THIRUMALA PANEER 14 OZ,796252700675,35,43.0,300.57,6.99,5.0,85.57
Thai Eggplant / Lb,get,186,208.88,477.95,1.038242636501267,1.379739563385676,189.75
Carrots/Lb,car,160,232.98,230.71,0.4490569803412833,0.5200017168855696,109.56
Yellow Onion 3LB,yo3,207,234.63,466.91,1.99,1.0000000000000002,232.28
Loose Garlic / Lb,lg,248,156.51,780.5,2.258874472406777,3.6246885183055393,213.2
Pearl Onions /Lb,po,231,211.34,631.81,1.356242799212563,2.0813854452540927,191.93
Jackfruit / Lb,jf,39,525.11,673.21,0.5830328372502003,0.799965721467883,253.14
Zaniyn Dosa/Idly Batter 50Oz,853895006011,115,121.0,1087.79,8.99,6.5,301.29
Green Beans / Lb,gb,794,794.18,1177.54,0.6719833826322997,0.9968143242086177,385.89
Pearl Onions Red 10Oz Bag,047285234690,237,289.0,1152.11,3.9857805907173,3.1999999999999997,227.31
Apple/Each,app,327,1058.0,835.82,0.79,0.6000000000000001,201.02
